Data da Venda,Mês,Região,Vendedor,Código Vendedor,Seção,Vendas
2018-05-03,MAI,Sul,Ronaldo,8,Telefonia,2544.18
2018-04-19,ABR,Norte,Rodrigo,3,Móveis,7455.99
2018-03-12,MAR,Norte,Ricardo,2,Eletrônicos,2323.75
2018-04-09,ABR,Sudeste,Raquel,7,Eletrodomésticos,8004.25
2018-04-20,ABR,Sul,Renata,5,Eletrodomésticos,12593.03
2018-02-06,FEV,Norte,Raquel,7,Móveis,2016.47
2018-03-18,MAR,Norte,Ronaldo,8,Livros,12849.49
2018-01-05,JAN,Nordeste,Renata,5,Eletrônicos,8453.14
2018-01-24,JAN,Sul,Ricardo,2,Livros,9492.58
2018-01-13,JAN,Norte,Roberto,1,Games,1581.09
2018-03-31,MAR,Sul,Ronaldo,8,Eletrodomésticos,4626.48
2018-01-27,JAN,Sudeste,Roberto,1,Games,7247.95
2018-03-10,MAR,Norte,Rodrigo,3,Games,6863.49
2018-04-13,ABR,Norte,Rodrigo,3,Eletrônicos,3165.83
2018-03-18,MAR,Nordeste,Raquel,7,Livros,13480.53
2018-02-14,FEV,Sudeste,Raquel,7,Livros,6138.37
2018-01-29,JAN,Sul,Renata,5,Telefonia,9131.4
2018-05-16,MAI,Norte,Roberto,1,Telefonia,506.26
2018-03-07,MAR,Sudeste,Raquel,7,Games,8931.89
2018-03-03,MAR,Norte,Raquel,7,Livros,4672.97
2018-02-26,FEV,Nordeste,Rodrigo,3,Eletrônicos,5236.11
2018-02-27,FEV,Sul,Rodrigo,3,Telefonia,4483.67
2018-03-04,MAR,Norte,Rodrigo,3,Eletrodomésticos,10309.72
2018-05-31,MAI,Norte,Raquel,7,Telefonia,4283.26
2018-03-18,MAR,Sul,Roberto,1,Informática,3085.58
2018-04-20,ABR,Sul,Renata,5,Automotivo,7408.96
2018-05-01,MAI,Sudeste,Ricardo,2,Livros,6835.06
2018-03-19,MAR,Sul,Roberto,1,Telefonia,12777.38
2018-05-06,MAI,Sul,Ricardo,2,Games,2357.08
2018-02-23,FEV,Sul,Ricardo,2,Games,3695.14
2018-02-26,FEV,Sul,Rafael,6,Informática,17408.96
2018-01-20,JAN,Sudeste,Ricardo,2,Telefonia,4436.07
2018-02-18,FEV,Nordeste,Roberta,4,Games,5779.88
2018-03-06,MAR,Sul,Raquel,7,Telefonia,4005.36
2018-03-27,MAR,Sudeste,Raquel,7,Automotivo,10565.08
2018-02-12,FEV,Sudeste,Ronaldo,8,Eletrodomésticos,2638.05
2018-05-03,MAI,Sul,Rafael,6,Informática,10823.02
2018-03-01,MAR,Sudeste,Raquel,7,Games,6251.11
2018-05-04,MAI,Norte,Roberto,1,Eletrodomésticos,19228.1
2018-04-09,ABR,Sudeste,Raquel,7,Eletrodomésticos,8805.75
2018-05-27,MAI,Norte,Rodrigo,3,Móveis,4153.23
2018-05-23,MAI,Nordeste,Roberta,4,Games,16667.71
2018-05-14,MAI,Sul,Rafael,6,Telefonia,19228.1
2018-03-11,MAR,Nordeste,Rafael,6,Informática,2678.73
2018-03-09,MAR,Sudeste,Ricardo,2,Games,8739.48
2018-05-01,MAI,Norte,Roberta,4,Telefonia,6305.46
2018-02-20,FEV,Norte,Roberto,1,Automotivo,6647.13
2018-03-23,MAR,Nordeste,Roberta,4,Livros,6484.37
2018-03-31,MAR,Nordeste,Ronaldo,8,Informática,4365.31
2018-03-04,MAR,Sudeste,Roberta,4,Games,5374.54
2018-04-14,ABR,Sul,Roberta,4,Telefonia,19202.86
2018-05-09,MAI,Sudeste,Raquel,7,Livros,8766.74
2018-02-06,FEV,Sudeste,Renata,5,Eletrodomésticos,8699.36
2018-02-28,FEV,Nordeste,Rafael,6,Games,4616.65
2018-01-04,JAN,Norte,Roberto,1,Eletrônicos,5594.08
2018-03-22,MAR,Nordeste,Ronaldo,8,Automotivo,4052.49
2018-04-07,ABR,Norte,Ricardo,2,Automotivo,4114.96
2018-04-23,ABR,Nordeste,Ricardo,2,Informática,13840.28
2018-05-07,MAI,Nordeste,Roberta,4,Automotivo,5304.71
2018-05-27,MAI,Norte,Roberto,1,Automotivo,4072.02
2018-01-10,JAN,Nordeste,Renata,5,Eletrônicos,18364.71
2018-02-12,FEV,Sul,Roberto,1,Informática,11679.32
2018-03-15,MAR,Nordeste,Raquel,7,Livros,14263.43
2018-05-19,MAI,Sul,Roberto,1,Telefonia,4820.86
2018-03-10,MAR,Norte,Renata,5,Games,5041.2
2018-02-14,FEV,Norte,Ricardo,2,Informática,2775.2
2018-03-27,MAR,Sul,Renata,5,Livros,4173.99
2018-05-23,MAI,Sul,Raquel,7,Informática,6148.98
2018-02-21,FEV,Sudeste,Renata,5,Informática,12686.75
2018-03-19,MAR,Norte,Rafael,6,Automotivo,1859.03
2018-03-04,MAR,Norte,Renata,5,Informática,3691.69
2018-02-19,FEV,Sul,Roberta,4,Móveis,6886.29
2018-05-23,MAI,Sul,Ricardo,2,Livros,2402.64
2018-04-23,ABR,Sudeste,Roberta,4,Games,13223.91
2018-03-07,MAR,Sudeste,Ricardo,2,Livros,3804.1
2018-02-08,FEV,Norte,Raquel,7,Games,4480.5
2018-04-26,ABR,Sudeste,Ricardo,2,Eletrodomésticos,19228.1
2018-03-07,MAR,Nordeste,Rafael,6,Informática,1455.92
2018-04-24,ABR,Norte,Ricardo,2,Games,1633.56
2018-03-14,MAR,Nordeste,Roberto,1,Automotivo,12625.29
2018-04-30,ABR,Norte,Roberta,4,Eletrônicos,5486.8
2018-05-04,MAI,Sudeste,Rodrigo,3,Móveis,2211.83
2018-01-29,JAN,Sul,Roberta,4,Eletrônicos,1951.1
2018-04-27,ABR,Sudeste,Rafael,6,Móveis,5732.27
2018-03-28,MAR,Sul,Rodrigo,3,Eletrônicos,3177.69
2018-03-14,MAR,Norte,Rodrigo,3,Eletrônicos,2622.76
2018-03-15,MAR,Norte,Roberta,4,Telefonia,1588.22
2018-03-19,MAR,Sudeste,Roberto,1,Games,5376.76
2018-04-12,ABR,Sudeste,Roberta,4,Games,9081.24
2018-04-28,ABR,Sudeste,Roberto,1,Eletrônicos,5095.86
2018-01-18,JAN,Nordeste,Rafael,6,Livros,3077.44
2018-05-27,MAI,Nordeste,Raquel,7,Livros,5524.34
2018-04-28,ABR,Nordeste,Ronaldo,8,Automotivo,10200.35
2018-05-19,MAI,Norte,Ronaldo,8,Games,2160.51
2018-01-21,JAN,Sudeste,Roberta,4,Informática,1589.33
2018-05-13,MAI,Norte,Raquel,7,Automotivo,10608.47
2018-04-19,ABR,Sudeste,Raquel,7,Informática,5167.39
2018-01-08,JAN,Norte,Ronaldo,8,Livros,3178.06
2018-03-06,MAR,Nordeste,Roberto,1,Livros,15057.72
2018-03-27,MAR,Sul,Rodrigo,3,Telefonia,6740.36
2018-03-26,MAR,Sudeste,Ronaldo,8,Informática,5361.88
2018-01-23,JAN,Nordeste,Ricardo,2,Games,2183.68
2018-05-08,MAI,Nordeste,Ronaldo,8,Livros,4571.7
2018-02-07,FEV,Sul,Raquel,7,Informática,4516.96
2018-02-19,FEV,Sudeste,Ricardo,2,Informática,3537.68
2018-03-20,MAR,Sul,Raquel,7,Telefonia,5429.93
2018-03-07,MAR,Nordeste,Renata,5,Livros,8206.95
2018-04-30,ABR,Nordeste,Rodrigo,3,Eletrodomésticos,10041.81
2018-01-03,JAN,Sul,Roberto,1,Livros,5753.23
2018-01-14,JAN,Sul,Rodrigo,3,Telefonia,10477.95
2018-05-20,MAI,Norte,Ronaldo,8,Livros,11216.34
2018-04-19,ABR,Nordeste,Ronaldo,8,Móveis,3165.09
2018-03-09,MAR,Sul,Ronaldo,8,Informática,5118.64
2018-05-03,MAI,Nordeste,Roberta,4,Automotivo,2114.23
2018-04-22,ABR,Norte,Ricardo,2,Informática,11339.05
2018-01-28,JAN,Nordeste,Roberto,1,Eletrônicos,2529.0
2018-03-09,MAR,Norte,Roberto,1,Eletrodomésticos,2450.3
2018-04-28,ABR,Sul,Rodrigo,3,Móveis,2871.04
2018-05-18,MAI,Nordeste,Rodrigo,3,Livros,4974.25
2018-03-23,MAR,Sudeste,Ronaldo,8,Telefonia,3194.86
2018-05-19,MAI,Nordeste,Rodrigo,3,Livros,3636.84
2018-05-11,MAI,Sudeste,Ronaldo,8,Móveis,9317.98
2018-02-17,FEV,Sudeste,Ricardo,2,Livros,7512.0
2018-02-17,FEV,Norte,Rodrigo,3,Informática,19228.1
2018-03-17,MAR,Nordeste,Raquel,7,Móveis,8067.69
2018-02-01,FEV,Sudeste,Ronaldo,8,Telefonia,8945.21
2018-03-08,MAR,Sudeste,Roberta,4,Informática,10171.44
2018-05-05,MAI,Nordeste,Rafael,6,Automotivo,1280.78
2018-03-20,MAR,Nordeste,Renata,5,Informática,1941.14
2018-01-03,JAN,Sudeste,Rodrigo,3,Eletrônicos,3880.36
2018-02-25,FEV,Norte,Rafael,6,Automotivo,9877.0
2018-04-20,ABR,Norte,Ricardo,2,Eletrônicos,3020.71
2018-02-08,FEV,Sudeste,Roberta,4,Informática,4042.15
2018-04-11,ABR,Norte,Roberta,4,Móveis,6681.83
2018-03-09,MAR,Nordeste,Rafael,6,Informática,16956.57
2018-03-25,MAR,Sudeste,Ricardo,2,Eletrônicos,3761.15
2018-05-29,MAI,Norte,Roberto,1,Eletrônicos,5459.2
2018-03-30,MAR,Sul,Renata,5,Eletrodomésticos,2048.93
2018-03-31,MAR,Sudeste,Rodrigo,3,Eletrônicos,5581.32
2018-02-26,FEV,Sudeste,Roberto,1,Automotivo,5702.33
2018-04-19,ABR,Sul,Ricardo,2,Móveis,11337.14
2018-01-03,JAN,Norte,Ricardo,2,Eletrodomésticos,4080.24
2018-02-17,FEV,Sudeste,Rodrigo,3,Eletrônicos,2846.4
2018-05-05,MAI,Sul,Rodrigo,3,Eletrônicos,1763.57
2018-03-04,MAR,Sudeste,Rafael,6,Eletrodomésticos,9402.96
2018-03-05,MAR,Sul,Roberto,1,Games,4330.43
2018-05-24,MAI,Sul,Raquel,7,Automotivo,2767.8
2018-02-08,FEV,Nordeste,Ronaldo,8,Telefonia,13450.3
2018-01-09,JAN,Sul,Ronaldo,8,Livros,3656.23
2018-02-21,FEV,Sul,Rafael,6,Eletrodomésticos,11059.98
2018-05-02,MAI,Nordeste,Rodrigo,3,Eletrônicos,7273.36
2018-02-22,FEV,Nordeste,Raquel,7,Eletrônicos,7406.17
2018-05-12,MAI,Norte,Rafael,6,Telefonia,19228.1
2018-01-30,JAN,Nordeste,Renata,5,Games,4002.93
2018-05-17,MAI,Norte,Roberta,4,Automotivo,19228.1
2018-05-12,MAI,Sul,Roberto,1,Livros,5835.04
2018-01-03,JAN,Sudeste,Rodrigo,3,Informática,8153.56
2018-05-27,MAI,Norte,Roberta,4,Telefonia,10221.44
2018-01-17,JAN,Sudeste,Rafael,6,Livros,6335.57
2018-03-04,MAR,Sudeste,Raquel,7,Móveis,10194.89
2018-05-24,MAI,Norte,Renata,5,Eletrodomésticos,3869.66
2018-02-11,FEV,Norte,Ricardo,2,Eletrônicos,5416.96
2018-02-21,FEV,Nordeste,Raquel,7,Eletrodomésticos,19228.1
2018-03-09,MAR,Sudeste,Roberto,1,Games,1440.2
2018-04-15,ABR,Nordeste,Ronaldo,8,Livros,2001.49
2018-04-01,ABR,Sul,Roberto,1,Eletrônicos,7971.28
2018-05-24,MAI,Nordeste,Rodrigo,3,Informática,19064.71
2018-03-16,MAR,Sul,Raquel,7,Livros,2975.75
2018-02-25,FEV,Sul,Renata,5,Eletrodomésticos,7485.38
2018-02-02,FEV,Nordeste,Raquel,7,Eletrônicos,3246.56
2018-02-26,FEV,Norte,Raquel,7,Livros,7763.7
2018-04-09,ABR,Nordeste,Ronaldo,8,Eletrodomésticos,16680.05
2018-04-09,ABR,Sudeste,Ronaldo,8,Informática,4619.97
2018-05-21,MAI,Sul,Renata,5,Eletrodomésticos,4707.76
2018-03-08,MAR,Norte,Ricardo,2,Móveis,3726.03
2018-03-10,MAR,Sul,Ronaldo,8,Móveis,7545.97
2018-04-23,ABR,Sudeste,Rodrigo,3,Telefonia,10579.9
2018-04-15,ABR,Sudeste,Rodrigo,3,Automotivo,8770.05
2018-05-15,MAI,Norte,Roberta,4,Informática,5589.28
2018-02-20,FEV,Nordeste,Rodrigo,3,Automotivo,9592.83
2018-04-02,ABR,Norte,Roberta,4,Eletrônicos,6041.89
2018-05-13,MAI,Nordeste,Rodrigo,3,Telefonia,5944.24
2018-04-30,ABR,Norte,Roberto,1,Livros,6375.85
2018-04-29,ABR,Nordeste,Renata,5,Games,18165.65
2018-01-07,JAN,Nordeste,Raquel,7,Livros,8812.01
2018-04-10,ABR,Sudeste,Roberto,1,Eletrodomésticos,5873.69
